# stree
#	n	mean	min	max
	100000	0.02064285275527561	0.01968838596	0.02616686496
	200000	0.05094301712363638	0.04936083496	0.053970969960000004
	300000	0.08676926514750001	0.08460196096	0.09757491896
	400000	0.1294222225509091	0.12598682696	0.14653688196
	500000	0.181599028835	0.17900359196	0.19241098796
	600000	0.24466096754333333	0.23964124196	0.25254057996
	700000	0.31126599206000005	0.30741346596	0.32142715396000004
	800000	0.38857798056000004	0.38311943496	0.40021166596
	900000	0.47149755845999997	0.46665132796000003	0.48173929396000004
	1000000	0.5597723417600001	0.54275515896	0.60189292196
	2000000	1.6094249269599998	1.59763051196	1.6266792449600003
	3000000	2.85845754586	2.8447753319599998	2.87946813596
	4000000	4.24018784846	4.22498830496	4.25354318696
	5000000	5.706595301160001	5.68238052696	5.7218142619600005
	6000000	7.254479658460001	7.24120998596	7.2704795969600005
	7000000	8.926813200960002	8.86875226796	9.05612675496
	8000000	10.60549776116	10.53065056296	10.75152219096
	9000000	12.49149255386	12.25555595296	12.832625627959999
	10000000	14.010838823659999	13.96234270796	14.057618806959999
